source	target
HUGE GRANT	ह्यूज ग्रांट
Rasili	रसीली
PAREWAL	परेवाल
Vishrut	विश्रुत
ABHISHOK	अभिशोक
RICHMOND	रिचमंड
COLISTA	कोलिस्टा
SUVAAS	सुवास
MARK BENSON	मार्क बेंसन
YANG QIN	यैंग किन
KAAMNA	कामना
PARIVARTAN	परिवर्तन
MANJREKAR	मांजरेकर
RAJGAD FORT	राजगढ़ फोर्ट
MELVINA	मेल्विना
KHAFID	खाफिद
RAMKRISHNA	रामकृष्ण
Amalataas	अमलतास
TAHIR	ताहिर
ARYAN	आर्यन
MICHIGAN	मिशिगन
NARANG	नारंग
AASHIQUI	आशिकी
WOODSTOCK SCHOOL, MUSSOORIE	वूडस्टॉक स्कूल, मसूरी
ANDRALYN	एण्ड्रेलिन
SIERRA LEONE	सिइरा लियोन
BIN BADAL BARSAAT	बिन बादल बरसात
MINOO	मीनू
MADRAS FERTLISER	मद्रास फ़र्टीलाइज़र
CHIZARIRA	चिज़ारिरा
BHAI KA DUSHMAN BHAI	भाई का दुश्मन भाई
KAMAL	कमल
SAILAAB	सैलाब
KAMAN	कमान
JANETTE	जेनेट
DHANVANT	धनवंत
JANTAR MANTAR	जंतर मंतर
MU'AWWIZ	मुआव्विज़
KRODH	क्रोध
TOMAI	टोमेई
KUVALESHAY	कुवलेशय
JIVITESH	जिवितेश
OBAYASHI	ओबयाशी
NAKODAR	नकोदर
KRISHNA BHAKTA SUDAMA	क़ृष्ण भक्त सुदामा
IKABAAL	इकबाल
AGNIKUMAR	अग्निकुमार
ABHILAASHA	अभिलाषा
DODBELE	डोडबेले
WILLIE BROWN	विली ब्राउन
NIXIE	निक्सी
SANJHI	सांझी
WALLACE	वैलेस
MACKINAC	मॅकिनॅक
KISWAR	किस्वर
BAHIRA	बहिरा
ARYAMAN	आर्यमान
STEVENS	स्टीवन्स
DHARMANAGAR	धर्मनगर
GALENA	गेलेना
SOM	सोम
CHITALI	चिताली
COOK	कुक
SAMBAD	संबद
HUTCHISON ESSAR	हचिसन एस्सार
DHAMNI	धमनी
OLD ROMAN	ओल्ड रोमन
GHATAM	घातम
HEERAA	हीरा
PALM SPRINGS	पाम स्प्रिंग
KAYO	कायो
Chromium	क्रोमियम
JEREMY CONEY	जेरेमी कोने
MATTHEW ELLIOTT	मैथ्यू इलियोट
CONROY	कौनराय
Dheerendra	धीरेंद्र
MUTHA	मुठा
AWEN	एवेन
CWEN	स्वेन
DANGOAPOSI	डैंगोआपोसी
PARAMBIKULAM RESERVOIR	परमबिकुलम रिज़रवायर
TORIE	टोरी
MURRAY-DARLING	मुर्रे डार्लिंग
MAANIK	माणिक
AGRA FORT	आगरा फोर्ट
EKATAN	एकतन
PARAMESHWARI	परमेश्वरी
DUNCAN FLETCHER	डंकन फ्लेचर
CHOKI SORATH	चोकी सोरथ
VAISHAMPAYAN	वैशम्पायन
KSENA	क्सेना
DARUKA	दरुका
SHARIQ	शरीक
BAPATLA	बापत्ला
MADHUKSARA	मधुक्षरा
TAMAS	टामस
JAAYEN TO JAAYEN KAHAN	जाएँ तो जाएँ कहाँ
OURRA-TUL-'AIN	औरा-तुल-ऐन
ASHTKARNA	अष्टकर्ण
BANKEBIHAARI	बांकेबिहारी
HAFEZ	हफेज़
ABDIYA	अब्दिया
FERGUSON	फरग्यूसन
REL CAPITAL	रिलायंस कैपिटल
KANWALKISHORE	कंवलकिशोर
DALE	देल
OGILVIE	ओगिलव
MANZAR	मंज़र
GALE	गैल
NASEEMAH	नसीम
GAMINI WICKREMASINGHE	जेमिनी विक्रमासिन्घे
WASIMAH	वसीमाह
CHAND SIAU	चांद सिओ
BAGAHA	बागाहा
BUSINESS OBJECTS	बिज़नेस ऑब्जेक्ट्स
ARYA	आर्य
HATHON KI LAKEER	हाथों की लकीर
VANITA	वनिता
COIMBATORE	कोयम्बटूर
YUKTAA	युक्ता
GALIB	गालिब
BORNHEM FORT	बॉर्नहेम फोर्ट
Lagrange	लाग्रेंज
CISCO	सिस्को
Chandha	चांधा
EMMLY	एमली
GIOVANNI	जियोवान्नी
BROADMOOR BAPTIST	ब्रॉडमूर बैपटिस्ट
DO USTAAD	दो उस्ताद
INDULEKSH	इन्दुलेक्ष
CHITRABHANU	चित्रभानु
SANDESHA	संदेशा
GURUDWARA JUND SAHIB	गुरूद्वारा जंड साहिब
BARKANDI	बरकंदी
BARUNA	बरुणा
QABOOL	क़बूल
BORGAON	बोरगांव
NATEEJA	नतीजा
FORT HUNT	फोर्ट हंट
DARYA	दरया
BARUVA	बरुवा
FAIZULLAPUR	फैज़ुलापुर
RAJENDRA	राजेंद्र
LEI YUE MUN FORT	ली यू मुन फोर्ट
BADRIPRASAAD	बद्रीप्रसाद
MAUNA LOA	मौना लोआ
HUM PANCH	हम पाँच
JOHN KEATS	जॉन कीट्स
PLUTONIUM	प्लूटोनियम
BEWAFAI	बेवफ़ाई
NANDA DEVI	नंदा देवी
GEOFF COOK	जिऑफ कुक
BADRINATH	बद्रिनाथ
AUR PYAR HO GAYA	और प्यार हो गया
NAGAVAHAN	नगवाहन
JAMES LAUGHLIN AWARD	जेम्स लॉफलिन अवार्ड
MAYIN	मायिन
KANHAIYALAL	कन्हैयालाल
HANSRAJ MORARJI PUBLIC SCHOOL	हंसराज मोरारजी पब्ल‍िक स्कूल
KHUBGAONKAR	खुबगावकर
MAHAAYOGEE	महायोगी
DARINDA	दरिंदा
KABIRAH	कबीराह
ALBERT PINTO KO GUSSA KYON ATA HAI	अल्बर्ट पिंटो को गुस्सा क्यों आता है
DESIREE	डेसिरी
DAMURAH	दमुराह
GHAZALAN	ग़ज़लान
SRI THENDAYUTHAPANI	श्री थेंदयूथपानी
YEHIAM FORT	येहैम फोर्ट
JABIR	जबीर
NERYS	नेरीस
Lawrencium	लॉरेंशियम
NINON	निनोन
JAMES WHITAKER	जेम्स व्हिटेकर
PIERRE	पियरे
TANIMA	तनिमा
PURANJAY	पुरंजय
DEOL	देओल
THE TIMES OF INDIA	द टाइम्स ऑफ इंडिया
KISI SE NA KEHNA	किसी से न कहना
FORT VERMILION	फोर्ट वर्मिलियन
UNGAVA	उगावा
BALIMELA RESERVOIR	बालिमेला रिज़रवायर
Duvidha	दुविधा
HAYO DEL AIRE	हेयो डेल आइरी
Gorm	गॉर्म
APNA DESH PARAYE LOG	अपना देश पराए लोग
MILLIE	मिली
ATTALA	अटाला
Neagle	नीगल
Halwarvi	हलवार्वी
UNIVERSITY OF SAINT ANDREWS	यूनिवर्सिटी ऑफ सेंट एण्ड्रयूस
PARAAS	परास
Azaan	अज़ान
Bazpur	बाज़पुर
AAJ KI TAAQAT	आज की ताक़त
TUNGSTEN	टंगस्टन
NITYANATH	नित्यनाथ
DO KALIYAN	दो कलियाँ
JOHNSON CONTROLS	जॉनसन कंट्रोल्स
CHHOTE NAWAB	छोटे नवाब
AILIS	ऐलिस
GOPINATH	गोपीनाथ
ABBASI	अब्बासी
KAUN HO TUM	कौन हो तुम
GEETA MERA NAAM	गीता मेरा नाम
MIRCHANDANI	मीरचंदानी
AAHI	आही
BAHI	बाही
NAWAB SAHIB	नवाब साहिब
RIFLE	राइफल
SUZUKI MOTOR	सुज़ुकी मोटर
HABIS	हबीस
HARACHAND	हरचंद
DAMARIS	डेमरिस
ANUPPUR JUNCTION	अनुपपुर जंक्शन
THALLIUM	थैलियम
SHARONA	शेरोना
JANINA	जैनिना
HUM SE NA TAKRANA	हम से न टकराना
SHANGHAI BAOSTEEL GROUP	शंघाई बाओस्टील ग्रुप
KUMAR GANDHARVA	कुमार गंधर्व
PRYOR	प्रयॉर
HAYAGREEVA	हयाग्रीव
BAHRAIN	बहरीन
HARRY S. TRUMAN	हैरी एस. ट्रूमेन
ROSS	रॉस
LAL BUJHAKKAD	लाल बुझक्कड़
BATTICE FORT	बैटिस फोर्ट
LIWONDE	लिवोंदे
ABDUL MATIN	अब्दुल मतीन
VAAGEESHAA	वागीशा
GYANADA	ज्ञानदा
PROFFITT	प्रोफिट
ALDAN	एल्डन
AGINCOURT	अजिनकोर्ट
PAIGHAAM	पैगाम
QAREEB	क़रीब
SHUNGARE	शुंगारे
PERRIER	पेरियर
DEABIA	डेबिया
ABDUL HAKEEM	अब्दुल हकीम
BRENDON JULIAN	ब्रेंडन जूलियन
TANBUR	तान्बूर
ABDUL HALEEM	अब्दुल हलीम
SALILA	सलिला
JEEVAN REKHA	जीवन रेखा
THAKKAR	ठक्कर
Ajlah	अज्लाह
GWYLAN	ग्वायलेन
NISHIT	निशीत
NAVEEN	नवीन
CHANCE	चांस
BIRANG KHERA	बिरंग खेरा
SUNIL GAVASKAR	सुनील गावस्कर
GAULOISE	गॉलोइस
QANIT	क़ानित
SAINT GEORGE'S	सेंट जॉर्ज
ZORASTER	ज़ोरास्टर
ROKEBY MUSEUM	रोकबाय म्युज़ियम
WELHAM BOYS' SCHOOL, DEHRADUN	वेल्हैम बॉयज़ स्कूल, देहरादून
AMAVAS KI RAAT	अमावस की रात
NEVARE	नेवरे
VAARTHA	वार्ता
GHITBAH	ग़ित्बाह
BHANVARASINH	भंवरसिंह
VERENA	वेरेना
Richelieu	रिसेल्यू
Komal	कोमल
BARKAKANA	बरकाकाना
REWADIKAR	रेवाड़ीकर
GREG THOMAS	ग्रेग थॉमस
MAN GROUP	मैन ग्रुप
WASHINGTON	वॉशिंगटन
SCHOENFELD	स्कोहेनेफेल्ड
MARIGAON	मारीगाँव
PAAPI PET KA SAWAL HAI	पापी पेट का सवाल है
STUTTGART	स्टटगर्ट
MCDONALD'S	मैकडॉनल्ड्स
CENTURION	सेंचूरियन
TARU	तरु
FAMILY	फ़ैमिली
RADETZKY	रैडज़्की
ALAIA	अलाइया
CHABBRA	छाबड़ा
BADLE KI AAG	बदले की आग
MANILA	मनीला
ANURODH	अनुरोध
SOFIAN	सोफियां
AADESH	आदेश
FERRIS	फेरिस
ABDUL QUDDUS	अब्दुल कुद्दुस
ARIVUMADHI	अरिवुमधि
GLENN TURNER	ग्लेन टर्नर
WURTTEMBURG	वूटेनबर्ग
DAKSHARI	दक्षारी
MADHUBALA	मधुबाला
FORT BIJ VUREN	फोर्ट बिज व्युरेन
HUBAYSHAH	हुबायशाह
NAGIN	नागिन
BANDHAN	बंधन
SABA PRIZE	सबा प्राइज़
UMANATH	उमनाथ
KHEDA	खेड़ा
QUILLA	क्विला
DEVASTATION	डिवास्टेशन
KANCHIPURAM	काँचीपुरम
SIDDHI VINAYAK	सिद्धी विनायक
HANS CHRISTIAN ANDERSEN	हैन्स क्रिश्चियन एण्डरसन
JAUREGUIBERRY	जॉर्ग्यूबैरी
YAUVANI	यौवनी
SORCHA	सोर्चा
VEDAVYAAS	वेदव्यास
MAHADEVI	महादेवी
NOOPUR	नूपुर
GIRIJA	गिरिजा
KHUDA KASAM	खुदा कसम
BUDNASEEB	बद‍नसीब
RAHEMDIL JALLAD	रहमदिल जल्लाद
FATEHGARH	फतेहगढ़
COLTON	कोल्टन
MU'AZZAM	मुअज़्ज़म
BHILAD	भिलाद
GAMAN	गमन
RAJ RATAN	राज रतन
DO DOST	दो दोस्त
PURASKAAR	पुरस्कार
MITHI NAZAR	मीठी नज़र
FORT PICKENS	फोर्ट पिकन्स
NEVADO DE COLIMA	नेव्हाडो डी कोलीमा
ABHIJVALAA	अभिज्वाला
Sari	सरी
CAPE COD	केप कॉड
DEMOCRATIE	डेमोक्रेटी
FREESTONE	फ्रीस्टोन
AABID	आबिद
GREENSBORO	ग्रीन्सबोरो
AKILA DAILY	अकीला डेल्ही
DHRITI	धृति
BAGESHWAR	वागेश्वर
BEHRAM KHAN	बेहराम खान
SULAYMAN	सुलेमान
GONDA JUNCTION	गोंडा जंक्शन
SYSCO	सिस्को
KAISE KAHOON	कैसे कहूँ
HILLIER	हिलियर
JIVANA	जीवन
SANNATA	सन्नाटा
WEDDELL	वेडेल
GRUPO FINANCIERO GALICIA	ग्रुपो फ़ाइनेंशिएरो गैलिशिया
ARAVALLI ROAD	अरावली रोड
GRIFFITHS	ग्रिफिथ्स
NAMAN	नमन
ELECTROSTEEL	इलेक्ट्रोस्टील
GANJAM	गंजम
Raeeszada	रईसज़ादा
PUNE	पुणे
AMRITSAR	अमृतसर
PALKON KI CHHAON MEIN	पलकों की छाँव में
KHAZANCHI	खज़ानची
ORDER OF SUVOROV	ऑडर ऑफ सुवोरोव
BAISAKHI	बैसाखी
BAWOO	बावू
Bassi	बस्सी
JUNE	जून
RANE ENGINE	राणे इंजिन
HUBBA	हब्बा
RESEARCH IN MOTION LIMITED	रिसर्च इन मोशन लिमिटेड
SCUBA DIVING	स्कूबा डाइविंग
SHIKWA	शिकवा
SAJNI	सजनी
IKRIMAH	इकरीमाह
SMARAM	स्मरम
AAP KI MAARZI	आप की मर्ज़ी
LOVE IN GOA	लव इन गोवा
NOVAMERICAN STEEL	नोवामेरिकन स्टील
NASEER MALIK	नसीर मलिक
ABDUL WALEE	अब्दुल वली
ELLEN	एलेन
RENEE	रेनी
RAMGADIA	रामगड़िया
FORT SPION	फोर्ट स्पायन
Ide	इडे
DHARIWAL	धारीवाल
ELEFTHERIOS	एलेफ्थेरियस
BELWALKAR	बेलवलकर
WAQT WAQT KI BAAT	वक्त वक्त की बात
SUGATEEY	सुगतीय
BATA DRUMS	बाटा ड्रम्स
MAJAHAB	मजहब
TAPASWINI	तपस्विनी
GEETI	गीति
ABHIJAAT	आभिजात
Izhar	इज़हार
JUPITER	ज्यूपिटर
BADE BHAIYA	बड़े भइया
Wahabah	वहाबाह
Sampriti	सम्प्रीति
ZAIDA	ज़ैदा
TELYN	टेलिन
WILF SLACK	विल्फ स्लैक
ANADYA	अनाद्य
CAIA	केया
CLARISSA	क्लेरिसा
SURAMA	सुरमा
Humayun	हुमायूँ
SHAHI MEHMAAN	शाही मेहमान
MRITYUNJAI	मृत्युंजय
CHHINDA	छिंदा
TESS	टेस
Coman	कोमन
SQUIDDY AWARDS	स्क्विडी अवार्ड्‍स
BHOLI	भोली
VYOM	व्योम
MALAMKAR	मलमकर
YOGEE	योगी
KAAMALWALA	कामलवाला
AMARKANT	अमरकांत
PALEY KHAN	पले खाँ
GRAMMY HALL OF FAME AWARD	ग्रैमी हॉल ऑफ फेम अवार्ड
COLIN STUART	कॉलिन स्टुअर्ट
MARLON BLACK	मार्लोन ब्लैक
KAITABHAJIT	कैटभजित
NIMAT	निमत
Khoums	खोयूम्स
ROBERTA	रोबर्टा
NEW HAVEN ROAD CHURCH OF GOD	न्यू हेवन रोड चर्च ऑफ गॉड
PERUMPALLAM RESERVOIR	पेरुमपल्लम रिज़रवायर
PAUL COLLINGWOOD	पॉल कोलिंगवुड
PROVIDENCE	प्रॉविडन्स
BOLIVAR	बॉलिवर
Adishree	आदिश्री
KRATAARAAM	कृताराम
EK THA RAJA	एक था राजा
ABDUL MALIK	अब्दुल मलिक
SUNOCO	सनोको
MARICOPA	मेरीकोपा
KHINDA	खिंडा
Nazli	नज़्ली
BHAGA JUNCTION	भगा जंक्शन
ABDUL KHAALIQ	अब्दुल खालिक
EGAN	एगन
CONSTELLATION	कॉन्स्टेलेशन
MOHAN RAKESH	मोहन राकेश
Druce	ड्रयूस
JHIKKA	झिक्का
ASSAM TRIBUNE	असम ट्रिब्यून
HAWALDAAR	हवलदार
EMILIA	एमिलिआ
JOHNY I LOVE YOU	जॉनी आई लव यू
IFLEX SOLUTION	आईफ़्लेक्स सॉल्यूशन
RAIS	रईस
XANNON	ज़ेनन
KEPLER WESSELS	केप्लर वेसल्स
KUFRA	कुफ़्रा
MORAG	मोरग
HASSAN	हसन
Tuhina	तुहिना
FUJI	फूजी
GANGA MANG RAHI BALIDAN	गंगा माँग रही बलिदान
STEVE SMITH	स्टीव स्मिथ
COLORADO	कोलोरॅडो
ANUPAMAA	अनुपमा
SUMTER	सम्टर
PASSPORT	पासपोर्ट
SAIDAH	सैदह
TERA KARAM MERA DHARAM	तेरा करम मेरा धरम
VASUDEV	वसुदेव
SHREE KRISHNA DARSHAN	श्री क़ृष्ण दर्शन
FORT EDMONTON	फोर्ट एडमॉन्टन
HEALTHCARE TECHNOLOGIES	हेल्थकेयर टेक्नोलॉजीज़
ERYK	एरिक
SATHANUR RESERVOIR	सथनूर रिज़रवायर
LAHORE	लाहौर
ANADYR	एनाडायर
DAVID COLLEY	डेविड कॉली
AAG SE KHELENGE	आग से खेलेंगे
RAMON	रामोन
PAWAN	पवन
Champaran	चम्पारन
MASS MUTUAL LIFE INSURANCE	मास म्युच्युअल लाइफ़ इंश्योरेंस
ABHILASHA	अभिलाषा
ZIA	ज़िया
ERROL STEWART	एरॉल स्टीवर्ट
VARDHA	वर्धा
SAFIYY	सफीय
ANOKHI RAAT	अनोखी रात
FLORIDA	फ्लोरिडा
GLACIER	ग्लेशियर
SAAGAR DEVATAA	सागर देवता
LUT	लुत
RAJAT	रजत
STATE TOWER	स्टेट टॉवर
STATS CHIPPAC	स्टेट्स चिपपैक
BANIYA	बानिया
PAROLKAR	पारोलकर
DINDIGUL MANNAR THIRUMALAI	डिंडीगुल मन्नार तिरुमलाई
BAIKUNTHPUR	बैकुंठपुर
BERHAMPORE	बरहमपोर
BHAANUCHAND	भानुचंद
SHRIKANT	श्रीकांत
HANIF	हनीफ
DHARUNA	धरुणा
SANDHI	संधि
BARKAAT	बरकात
SIMON KATICH	साइमन कैटिच
KUMUDINI	कुमुदिनी
DARBAR	दरबार
MAJHAIL	मझैल
Sarang	सारंग
SATNA	सतना
Crockett	क्रॉकेट
GHAYAL	घायल
Madhumati	मधुमती
DOZAKH	दोज़ख
ALAMO	अलैमो
MORSE	मोर्स
ANDHA INTEQUAM	अंधा इंतेक़ाम
LARAIB	लरैब
MURDOCH UNIVERSITY	मर्डोक यूनिवर्सिटी
BEESVI SADI	बीसवी सदी
MONNET ISPAT	मोनेट इस्पात
EXFO ELECTRO-OPTICAL ENGINEERING	ईएक्सएफ़ओ इलेक्ट्रो-ऑप्टिकल इंजीनियरिंग
SHAUN UDAL	शॉन उदल
GUMLA	गुमला
LEDELL	लेडेल
VERMONT SKI MUSEUM	वरमाउंट स्काई म्युज़ियम
BALARAAM	बलराम
Donald	डोनाल्ड
DINESH	दिनेश
FORT MOTT	फोर्ट मॉट
SOORYAPRIYAA	सूर्यप्रिया
SHANNA	शाना
Wahb	वाहब
SANTANDER CENTRAL	सेंटेंडर सेंट्रल
MAKHAYA NTINI	मखाया न्टीनी
ABDUL WAHHAB	अब्दुल वहाब
PALI	पाली
Winfield	विनफील्ड
VAJRAABH	वज्राभ
NARRAGANSETT	नॅरागनसेट
TALI	ताली
SIMON PETERSON	साइमन पीटरसन
TALWARKAR	तलवारकर
MERA DHARAM	मेरा धरम
DORJAN	डॉर्जन
MASHHUD	मश्हुद
COCA-COLA INDIA	कोका-कोला इंडिया
Bodwad	बोदवाड़
TERTIUS BOSCH	टरटियुस बॉश
FARYADI	फरियादी
QAIDI	कैदी
AAKHRI CHEEKH	आखिरी चीख
DACAIT	डकैत
GURUDWARA BHATTA SAHIB	गुरूद्वारा भट्टा साहिब
PURULIA	पुरुलिया
CAVALIER	कवालियर
RAAMACHARAN	रामचरण
CHAHA	चाहा
MUHAAYAMEEN	मुहायमीन
MUKTAA	मुक्ता
RAEANNE	रेनी
BANG	बंग
MUZAKKIR	मुज़क्किर
DANG	डंग
KONKANI	कोंकणी
AGROIA	अगरोइया
KUMMI	कुम्मी
AAYUSHMAAN	आयुष्मान
ANADYANT	अनाद्यंत
SHYAMA	श्यामा
KATE	केट
UZMA	उज़्मा
SIPAHSALAR	सिपहसलार
Lothringen	लॉथरिंगन
ISA	इसा
Krishnalal	कृष्णलाल
Begampet	बेगमपत
ANGRAJ	अंगराज
WILDA	विल्डा
YELDARI	येल्दारी
GUDIVADA JUNCTION	गुदीवाड़ा जंक्शन
MAULAVEE	मौलवी
BHINDA	भिंडा
NAWEED	नवीद
AREVA	अरीवा
GUNTUR JUNCTION	गुंटूर जंक्शन
EK AUR SIKANDER	एक और सिकंदर
KAREN BLIXEN MUSEUM	कैरेन ब्ल‍िक्सन म्युज़ियम
COWAN UNIVERSITY	कॉवन यूनिवर्सिटी
WARDHA	वर्धा
MADIVAN	मादिवन
MATERIA	मटेरिआ
PRABHA	प्रभा
YALA	याला
USARIYA	उसरिया
Daanish	दानिश
THAMBALAHALLI RESERVOIR	थम्बलाहाली रिज़रवायर
SAHAR	सहर
KESHAV	केशव
FORT CUMBERLAND	फोर्ट कंबरलैंड
MAYANK	मयंक
ARCTIC OCEAN	आर्कटिक ओशन
BANDOLA	बैंडोला
SAPRA	सपरा
CENTIMOS	सेंटीमोस
SHRIPRAKASH	श्रीप्रकाश
KALA	कला
LALA	लाला
MALA	माला
VERKHOYANSK	वेर्खोयांस्क
EMIL	एमिल
CALA	कैला
DEEPENDRA	दीपेंद्र
APNA DESH	अपना देश
BABA TARAKNATH	बाबा तारकनाथ
RANI	रानी
ANGARIKAA	अंगारिका
BUNDI	बूंदी
FALAKATA	फलाकता
BEGAM AKHTAR	बेगम अख्तर
HANI	हनी
CHILE	चिली
Kirloskar	किर्लोस्कर
LYNELLE	लाइनेल
SHEESH	शीश
ANMOL GHADI	अनमोल घड़ी
NANI	नानी
Arva	अर्वा
ELSIE	एल्सी
CHILL	चिल
GRACE LUTHERAN	ग्रेस लुथरेन
DANI	दानी
GURUDWARA CHOLA SAHIB	गुरूद्वारा चोला साहिब
DIBRUGARH TOWN	डिब्रुगढ़ टाउन
GWENLLIAN	ग्वेनलियन
Carbon	कार्बन
COLUM	कोलमैन
ALISA	अलिसा
GHUNGROO KI AWAZ	घुँघरू की आवाज़
FORT MACLEOD	फोर्ट मैकलेयोड
NORSK	नॉर्स्क
DERICK	डेरिक
EMMET	एमेट
NAQLI NAWAB	नकली नवाब
ABDUL MAJID	अब्दुल मजीद
HWANGE	हवांगे
SUDARSHAN	सुदर्शन
SHAMAILAH	शमैलह
GHARANA	घराना
EL-ARABIA	अल-अरेबिया
KHWAJA SHAMSUDDIN AZEEMI	ख्वाजा शमसुद्दीन अज़ीमी
GUA CIPICUNG	गुआ सिपीकुंग
ASAHI KASEI	आशी कसेई
ADHARM	अधर्म
PRAJIN	प्रजिन
FORT MCANDREW	फोर्ट मैकएण्ड्रयू
YESHIVA UNIVERSITY MUSEUM	येश‍िवा युन‍िवर्स‍िटी म्युज़ियम
NILANTHA RATNAYAKE	निलंथा रत्नायके
ASLESH	अश्लेष
JOHN F. KENNEDY	जॉन एफ. केनेडी
ABDUR RAHAMAN	अब्दुर रहमान
WINIFRED	विनिफ्रेड
NA'IL	नाइल
KUMUDAM	कुमुदम
MANULIFE FINANCIAL	मैन्युलाइफ़ फ़ाइनेंशियल
ABDUL MUHAAYAMIN	अब्दुल मुहायमीन
RAISEN	रायसेन
KANWALJEET	कंवलजीत
RANGEEN ZAMANA	रंगीन ज़माना
HIND KA LAL	हिंद का लाल
NEWBERG CHRISTIAN	न्यूबर्ग क्रिश्चियन
NIKUNJA	निकुंजा
SUVARNAPRABHA	सुवर्णप्रभा
AAH	आह
GOPAL SHARMA	गोपाल शर्मा
TAMBE	तांबे
Rabbani	रब्बानी
SAAD	साड
JOHN CARSON	जॉन कार्सन
MOHAMMAD KHALIL	मोहम्मद खलिल
BARIUM	बेरियम
GAURINATH	गौरीनाथ
UNIVERSITY OF CANBERRA	यूनिवर्सिटी ऑफ कैनबेरा
PROTHERICS	प्रोथेरिक्स
FABIANO	फैबियानो
Ahmad	अहमद
VIKRAM VETAL	विक्रम बेताल
JAANBAAZ	जाँबाज़
WAYNE LARKINS	वेन लार्किंस
Bandhavgarh	बांधवगढ़
KATTORA	कत्तौरा
JAMSHEDPUR	जमशेदपुर
CORAL	कोरल
KATNI	कटनी
SUDHAKAR	सुधाकर
Nigahen	निगाहें
SUBHAASH	सुभाष
ROWENA	रोवेना
VAHEEDAN	वहीदन
Sugita	सुगिता
GIVERNY	गिवेर्नी
PAHU	पाहु
JAIKRISHNA	जयकृष्ण
DAMIEN MARTYN	डेमिन मार्टिन
ASHANT	अशांत
LAKEEREN	लकीरें
Jallad	जल्लाद
ALI	अली
DURVISH	दुर्विश
ANILAATMAJ	अनिलात्मज
NAZRAANA	नज़राना
SANJULA	संजुला
SAPNON KA SAUDAGAR	सपनों का सौदागर
DHANISHTA	धनिष्ठा
BAHU	बहू
ARPIT	अर्पित
NINETOWNS DIGITAL WORLD TRADE HOLDINGS LIMITED	नाइनटाउन्स डिजीटल वर्ल्ड ट्रेड होल्डिंग्स लिमिटेड
BAAZ BAHADUR	बाज़ बहादुर
AUSTRALIAN CATHOLIC UNIVERSITY	ऑस्ट्रेलियन कैथलिक यूनिवर्सिटी
MALAY	मलय
GURUDWARA DOULATPUR SAHIB	गुरूद्वारा दौलतपुर साहिब
SHIREEN	शिरीन
KHUNAYS	खुनायस
TED BUNDY	टेड बुंडी
SLOUGH	स्लॉ
TAKLE	टकले
HIBATULLAH	हिबातुल्लाह
LAAJAVANTEE	लाजवंती
BU ALI SHAH QALANDAR	बू अली शाह क़लंदर
Errol	एरोल
BRANCH	ब्रांच
ALDONA	एल्डोना
ELISE	एलिस
RAJMUKUT	राजमुकुट
HANGAMA	हँगामा
GRISELDA	ग्रिसेल्डा
GUNDA	गुंडा
DO PREMEE	दो प्रेमी
SAMSUNG	सैमसंग
PARTHIVI	पर्थिवी
PING PONG	पिंग पॉन्ग
IMPERO	इंपेरो
MAHENDRAGARH	महेन्द्रगढ़
LATIKAA	लतिका
KONGZHONG CORPORATION	काँगझाँग कॉर्पोरेशन
BANK OF MAH	बैंक ऑफ महाराष्ट्र
CIROCCO	सिरॉको
CAPE HORN	केप हॉर्न
RIVER OF LIFE FAMILY	रीवर ऑफ लाइफ़ फ़ैमिली
QARASAFAHL	करासफाहल
MOOKAMBIKA	मूकांबिका
SHEREMETYEVO	शेर्मटयेवो
YAASAMEEN	यासमीन
SWARAJ	स्वराज
UJAALAA	उजाला
DALTONGANJ	डैल्टनगंज
INDRA SABHA	इंद्र सभा
AKAASHA	आकाश
FLORRIE	फ्लोरी
HEMARAAJ	हेमराज
KARWA CHOUTH	करवा चौथ
MAMATAA	ममता
PRAN	प्राण
KARANDIKAR	करंदीकर
WIRT	वर्ट
PLAYERS	प्लेयर्स
SHATRUGHN	शत्रुघ्न
KATARINA	कैटरीना
Allahabad	इलाहाबाद
MEDHAAVEE	मेधावी
ROOP KAHANI	रूप कहानी
SUNEEL	सुनील
GURUDWARA BIBHOR SAHIB	गुरूद्वारा बिभोर साहिब
Cullman	कलमेन
SACHAI KI TAQAT	सच्चाई की ताकत
ALBINA	अल्बिना
SOMPAAL	सोमपाल
Toni	टोनी
SUVARNA	सुवर्णा
JENNICA	जेनिका
KAVIGNAR INKULAB	कव‍िग्नर इंकलाब
RASHTRAVEER SHIVAJI	राष्ट्रवीर शिवाजी
SEETAASARAN	सीतासरन
CHINI JADUGAR	चीनी जादूगर
HALAAT	हालात
GERATPUR	गेरतपुर
HUGO WEAVING	ह्यूगो विविंग
WAFADAAR	वफ़ादार
AMALENDU	अमलेंदु
ABDUL KHABEER	अब्दुल खबीर
RAY ILLINGWORTH	रे इलिंगवर्थ
VALORA	वेलोरा
Michel	मिशेल
RATNA MANJARI	रत्न मंजरी
CHODIALA	चोडियाला
DAAG	दाग
CASTROL	कैस्ट्रॉल
CARDIFF UNIVERSITY	कार्डिफ यूनिवर्सिटी
TIRUPATISARAM	तिरुपतीसराम
HAJJAJ	हज्जाज
FARZ KI JUNG	फर्ज़ की जंग
Rick	रिक
MIKE WATKINSON	माइक वॉटकिंसन
ESSAR STEEL	एस्सार स्टील
MEYRICK PRINGLE	मेरिक प्रिंगल
CARESSE	कैरेसी
KATY	कैटी
